symbol,Alb-Ar-KO,Sox2-Ar-KO,Sex
Arhgap24,0.734477789439315,0.0351468066626811,F
Arhgap30,-0.0205030249195152,0.462050692820891,F
Arhgap31,-0.570833908905893,0.455010797661121,F
Arhgap6,0.267498884308609,0.516323842097211,F
Arhgef10l,0.633378925920971,-0.0631769891310425,F
Arhgef17,-0.447069963020633,0.633075673142788,F
Arhgef19,0.731776163022529,-0.127786861198508,F
Arhgef2,0.217716473434166,0.598002125814013,F
Arl4c,0.141638882151147,0.273698660870633,F
Arl6ip1,-0.254714292365078,-0.480983106843945,M
Armcx4,0.012446909167537,0.546239487747881,F
Arntl,1.60460570711718,-0.496858817481225,F
Arpin,0.624165757464918,0.412515180478854,F
Arsa,0.160829193792767,-0.356370535888168,M
As3mt,-0.0344154919706205,0.181597538348901,F
Asah2,0.0538056216492853,0.505779239285294,F
Asap2,1.0236592942477,0.00672755183168018,F
Asns,-0.444767460663662,-1.68094721096415,M
Atg16l2,0.333303583563112,-1.08877570024383,M
Atp23,-0.182163365807957,0.0712116578159772,M
Atp2b4,-0.288073130093544,0.589591721752296,F
Atp8a1,0.0514234580759264,0.707912283455943,F
Atp8b1,0.476766620955418,0.218000856806283,F
Atxn1,0.477151393136595,0.477162522095252,F
Atxn2,-0.0850656975505749,-0.523249061055805,M
Avpr1a,1.06082090032125,-0.00555540936309015,F
AW011738,0.663551691058818,0.952752165692526,F
AW112010,0.267899489204571,0.462298367399048,F
Axin2,-0.0145290266627381,-0.1906634228888,M
Axl,0.104292935534942,0.271193421427926,F
AY036118,0.593658362788853,1.05151803802134,F
B3galt1,0.161515592945565,0.154657622939808,F
B430119L08Rik,0.10578232707969,-0.263970304756839,M
Bach1,-0.598703812538221,-0.262540997314158,M
Bach2,0.348077777117828,0.559329447921599,F
Baiap2,0.836467678256731,0.683668505896507,F
Baiap2l1,-0.769681871353669,-0.305955363257217,M
BC024386,0.0151492648193896,-0.66240318245168,M
BC049987,-0.11624775223129,-1.89624238321817,M
Bcam,0.00265320751028125,0.631653505367772,F
Bcar1,-0.2544635926612,-0.393569690829248,M
Bche,0.0835991268432887,0.407958419554766,F
Bcl3,-0.113904662690596,-0.432617009776426,M
Bcl6,0.218269123848888,-2.02230234334204,M
Bcl7a,-0.0964446634495516,-0.424045686777862,M
Bcorl1,-0.169134927220903,0.027613079200456,M
Bgn,-0.166105092639223,0.175584766772516,F
Bhlhe40,-0.505049057472346,0.0510467444528961,M
Bhlhe41,-1.68005168488755,-1.07927810533065,M
Bicc1,-0.296312477674783,1.05443453442081,F
Bid,-0.00328761781475727,-0.158646390117452,M
Bik,0.344281375652861,-1.2218492106688,M
Bin2,0.207165903040972,0.115464892068787,F
Bin3,0.328253878011102,0.348917999516025,F
Blvrb,0.10943974997294,-0.180202182541881,M
Bmp10,-0.0541785062733187,0.0960504795028139,F
Bmp2,0.0279216714139045,-0.102430122828549,F
Bmp7,-0.457282100409434,-0.911422705445297,M
Borcs7,0.0477399467619172,0.290009182396018,F
Brap,-0.417969330291622,-0.468284549596971,M
Bri3,-0.205067255863494,-0.294518791013524,M
Btbd8,0.493581488613794,-1.11422686592407,M
Btg1,0.729817526315462,-0.270912827771175,F
Btg2,-0.190431789717238,0.329720628360788,F
C1qtnf1,-0.211534807415339,0.527381482075647,F
C1ra,-0.0448366272836698,-0.34889887523279,M
C2cd2l,-0.582620738115201,-0.0550691280341126,M
C3,0.111562189734678,0.443614386990977,F
C4a,-1.34669525428515,-2.43736163317829,M
C6,-0.295886230188645,-2.66258815019594,M
C730027H18Rik,0.560246643833788,-0.366839171433896,M
C730036E19Rik,-0.501922526269669,-0.771250413678105,M
C77080,-0.118735039982109,-0.0786869955138057,M
C8a,0.000259030201323796,-1.03998088344753,M
C8b,-0.265354137293681,-1.21996517747591,M
C9,-0.333999834426122,-1.62981749744476,M
Cables1,0.543420375861693,0.993264854926316,F
Cadm1,0.306767113592082,0.420473875523205,F
Cadm3,0.0375355895782788,0.372870622535497,F
Cadm4,-0.102758076910104,-1.07557305630614,M
Calcrl,-0.093014271754904,0.0459804541662289,F
Camk1d,0.0927877160183221,0.721494672457554,F
Camk2d,0.287342850016064,0.336839892282636,F
Camsap3,0.0812441068268978,-0.123777903704883,M
Capn5,0.560291163033962,0.52455053400133,F
Capn8,-0.780861403146366,-4.67487807772711,M
Car1,-0.151180191906669,-0.386431648644848,M
Car2,-0.263873171297174,0.4697079551986,F
Carmil1,0.514207551369021,-0.500424827899536,M
Cavin1,0.16021430201186,0.782886844159738,F
Cavin2,-0.414754342215632,0.325742097628707,F
Cblc,0.13208396424509,-0.402873896183778,M
Cbs,0.337948605310847,0.227567302228044,F
Cbx2,-0.337938934078676,-0.663592735228785,M
Cbx4,-0.396553416313393,-0.3364768080145,M
Cbx6,-0.14265541171091,0.605753766259747,F
Cbx8,-0.473483437042191,-0.214267949761567,M
Cc2d2a,0.624165545778482,0.929434122660346,F
Ccbe1,-0.398071803293779,0.268232618791905,F
Ccdc80,-0.172735653530411,0.341822056388806,F
Ccdc85b,-0.184671900026388,-0.0755862469014478,M
Ccl9,0.325030264761443,0.847650437268587,F
Ccn1,0.279127812913461,-0.713247662236777,M
Ccnd1,0.093835521678015,2.10610668714426,F
Ccnd2,-0.12137878662632,0.648750526091086,F
Ccnf,0.0635126204696039,-0.522317739129114,M
Ccnl2,-0.337244717955417,-0.551337311855832,M
Ccp110,-0.457790522020169,-0.256500603386956,M
Ccs,-0.116664220839085,-0.324841767872718,M
Cd276,0.653418942912469,-0.805627507771368,M
Cd300a,-0.10601895108351,0.175037260195001,F
Cd300ld,0.373790538496758,0.326662891508784,F
Cd36,-0.247812477415956,1.19207545010978,F
Cd38,-0.271455169581877,0.433229909540135,F
Cd44,-0.40894264342312,0.257720217734199,F
Cd47,0.213173946635938,0.500441498238748,F
Cd53,0.230809359506588,0.439477389442057,F
Cd93,-0.128498226595066,0.618431071924548,F
Cda,0.836888866645099,0.250665764554844,F
Cdc42ep1,-0.205984277796158,0.0404925303603727,M
Cdcp1,0.773358902342825,0.926392519787704,F
Cdh5,-0.00768799959200018,0.183299931146471,F
Cdin1,0.669657687389677,0.574150329167191,F
Cdk18,-0.314398130022308,-0.203133292365063,M
Cdk5rap2,0.299013457568333,0.365165330344664,F
Cdkn1a,-0.0822556503642943,0.0887215698697519,F
Cdkn2c,0.23716599871205,0.328152066258778,F
Cdo1,0.146421862898223,0.0948791171648033,F
Cds2,0.106359202565385,0.622624709809224,F
Cdt1,0.474315786097439,0.0591240328991391,M
Cebpa,-0.384350660947372,-0.232112125360655,M
Cebpe,0.260548848083336,-0.546540516410516,M
Cecr2,0.0155802605466603,-0.685917042608479,M
Cela1,0.105609662549696,-1.19404323923228,M
Celsr1,0.749104954620722,0.602447051772836,F
Cemip2,-0.376559823576915,0.237211318430153,F
Cep43,-0.112565364879312,-0.248976133039741,M
Cep85l,-0.173756944453176,-0.123689785576014,F
Cerk,0.0868284220825854,0.387605516048263,F
Cers6,-0.197395423317655,1.4107923533653,F
Ces1b,0.0907688333201134,0.353725155397275,F
Ces1c,0.300128260713073,0.514581825365301,F
Ces2c,-0.737956080804384,-1.57091413001073,M
Ces3a,-0.0342179168493199,-0.970102846434755,M
Ces3b,-0.17927636248238,-0.677187206371377,M
Ces4a,-0.0465766680329868,-2.71497514763121,M
Cfap20,0.132144201274103,-0.476069610379653,M
Cfp,0.00902744888921461,0.242076018813166,F
Chac1,-0.0896867580820011,-0.064035660121565,F
Chad,0.100851029973434,-0.622375697889321,M
Chic1,0.647539377602978,0.591527295226768,F
Chka,0.601375644958645,-0.00819185565289961,F
Chpf2,0.904984579779433,0.456853548581489,F
Chpt1,-0.475239146455,-0.862508784034879,M
Chrna2,-0.283708288649906,-0.859481663477564,M
Chst13,-0.353496916210753,0.129907703804637,M
Chsy1,-0.250615764429143,0.399937219720031,F
Ciart,-3.53872932289446,-0.0869990158711421,M
Cib3,1.48337161169081,-0.742123319762238,M
Cidec,-1.01587478229162,-0.58188066535243,M
Cipc,-0.456523634913548,-0.0876748038485441,M
Cited2,0.365318368910716,-0.792197014211581,M
Ckb,0.317818327184686,0.320559168448178,F
Cldn1,1.35370323509723,-0.219025036127903,F
Clec2h,0.339929041719189,-1.70083157172148,M
Clec7a,0.369004310614242,0.273418472372359,F
Clmn,-0.58362870366747,-0.154127787693457,M
Clpx,0.893617241727088,-0.314318667974004,F
Clstn1,-0.157160124596926,0.510661781530203,F
Clstn3,0.118656334669488,-1.12980726231122,M
Cmah,-0.183124963798809,-0.417498011965814,M
Cmas,-0.110625098661817,-0.465397911473174,M
Cmklr1,-0.110576556384201,0.357373478741658,F
Cmpk2,0.789163481301985,0.270403567554169,F
Cnn2,0.0692410239929512,0.536901973957758,F
Cnppd1,0.0180872467462376,-0.489992613230902,M
Cnst,-0.00304445439044286,0.464895188437304,F
Cntrl,-0.409066790654571,-0.565002325386938,M
Cobll1,-0.438912542034384,-0.480270815741106,M
Col14a1,-0.316257882781021,0.281578160742744,F
Col15a1,0.768263260125173,0.74008809133628,F
Col16a1,-0.0717444604228123,0.410164587430043,F
Col1a2,-0.139309645256286,0.25939526252944,F
Col27a1,0.0380904282408159,-1.18938050677156,M
Col3a1,-0.188957272401407,0.428589297546731,F
Col4a1,-0.1174369456608,0.439858890268477,F
Col4a2,-0.0540094849097658,0.329821875430337,F
Col5a1,-0.0499985920297508,0.343443801289306,F
Col5a2,-0.018794218624219,0.397650757490942,F
Col5a3,0.388263390314467,-0.511567186758484,M
Colec10,-0.399307454313902,-0.0424381759169297,F
Comt,0.152606790025628,-0.598208349743733,M
Coq10b,-1.32015131564379,0.0274651720576201,M
Coq7,0.0224041253422213,-0.433370384809828,M
Coq8a,0.810408202718845,0.282457862678366,F
Coro1a,0.520525791874057,0.76415619660128,F
Cox11,-0.139224240094552,-0.372162772428157,M
Cox18,-0.0486099555788478,-0.384711613121862,M
Cox19,0.0581564818922708,-0.10623508112336,M
Cox5b,-0.0679996134232613,-0.44323049390831,M
Cpsf4l,-0.540332910643675,-0.95653657345391,M
Creb3l3,-0.35453720074638,-0.53326505087921,M
Crebbp,-0.0182268521390641,0.641098277780706,F
Creld1,-0.268191182964925,-0.321407833666696,M
Crem,-0.279112875018801,0.0348302157604382,F
Crip1,0.24215675457029,0.763968530950384,F
Crip2,0.512893794423179,0.0739513154991816,F
Cry2,-0.244972489237585,-0.0605661908216971,M
Csad,0.365575388120072,-0.883762975832491,M
Csf1r,0.0821088624955961,0.147479536207735,F
Ctcflos,-0.95318493017806,-0.8756964957691,M
Ctdspl,0.0868731479039312,0.255990360850634,F
Cth,-0.0697145884308757,0.28817506484221,F
Ctps,-0.0821306856093487,0.572398332918284,M
Ctsc,0.525632279678901,0.988786029381543,F
Cttnbp2nl,0.019733988506179,0.386138647562774,F
Cul7,0.296602884158428,0.653931313689067,F
Cxcl9,0.629259693449001,1.37721465281175,F
Cxxc5,0.0254359333477212,-0.382221113428249,M
Cybb,0.102041921808879,0.0515703145067357,F
Cyfip2,0.62412071405133,0.533682947540278,F
Cyp17a1,-0.312096176191309,1.92905319075673,F
Cyp20a1,0.116933106312799,0.447299046075691,F
Cyp21a2-ps,-0.714630949814236,-1.89090394625406,M
Cyp26a1,0.122431642123792,0.382980092158041,F
Cyp27a1,-0.00408536873372667,-0.421962217936728,M
Cyp2a4,2.46879031853399,8.50172145892349,F
Cyp2b10,-1.6355275214034,2.27166289542883,F
Cyp2c37,-0.330627402816807,1.23824312852748,F
Cyp2c38,0.399046572676248,2.31625427595782,F
Cyp2c40,-0.308776389320653,6.29297553491752,F
Cyp2c54,-0.156943912469691,0.576202108515228,F
Cyp2c67,0.00290104342521117,-0.475703053872506,M
Cyp2c68,0.131038993772888,1.49383912821208,F
Cyp2d13,-0.174994924974835,-0.708666510660923,M
Cyp2d37-ps,-0.376046144875655,-1.03868116687317,M
Cyp2d38-ps,-0.509365036008145,-0.872451758362055,M
Cyp2d9,-0.293325827595527,-3.2008659410126,M
Cyp2f2,0.0725859498926739,-0.492577669334047,M
Cyp2g1,0.483389039718445,2.07678247190567,F
Cyp2j9,0.467091807794455,-0.496011034066953,M
Cyp2u1,0.858614186430432,-0.685091512285547,M
Cyp39a1,0.14835714415151,0.288243919857956,F
Cyp3a59,0.592345341917926,0.693602500530653,F
Cyp4a10,0.380909590087911,1.03601376686474,F
Cyp4a12a,-0.359071161595683,-2.54326852440098,M
Cyp4a12b,-0.338828290451529,-3.27902071870135,M
Cyp4a14,1.51597253373961,2.30487387735253,F
Cyp4a31,0.223869952258703,0.0153399508492106,F
Cyp4a32,-0.408385223540745,-0.850067174628249,M
Cyp4v3,-0.132470739102338,-0.490809610535126,M
Cyp7a1,-0.198797527958906,1.54192169110242,F
Cyp7b1,-0.979549495356397,-3.58686495757351,M
Cyp8b1,-0.282896497328412,-1.475644657713,M
Cyria,-0.342944705906788,0.359945485460223,F
Cys1,-0.342630979044315,-0.974724909091679,M
Cyyr1,0.0704213271348731,0.204683318477887,F
D130043K22Rik,0.539786769696883,1.23477197628171,F
D930048N14Rik,0.238669873672734,-0.683205400162221,M
Dact1,-0.753083293126318,-0.482012383236402,M
Dact2,-0.013027147557324,-0.2096505240013,M
Daglb,0.156487318178717,-0.318118948851181,M
Dapk1,0.470149552195472,0.575874191926016,F
Dbp,-1.22250094316625,-0.0701647825741238,M
Dchs1,-0.0908843859283787,0.497541604656887,F
Dclre1a,-0.372645640202197,-0.198512837006631,M
Dclre1c,-0.561796105743027,-0.486484245178208,M
Ddc,0.711892297303258,-0.0385673385493116,F
Ddhd2,-0.593562925721178,-0.478458702513167,M
Ddit4,0.0522723561745257,0.0592962167145349,F
Ddt,-0.0946011087528063,-0.449967447506298,M
Ddx11,0.420257169419413,0.110653749794138,F
Ddx3x,-0.0784486150173775,0.149121410271272,F
Ddx3y,-0.106654845973657,-0.0909163394265308,M
Ddx58,0.688200711544006,0.249851721968697,F
Ddx60,0.897125246356269,0.466905845080052,F
Dedd2,-0.704307891320779,-0.624504507668121,M
Denn2b,0.776452788312053,-0.0910361455509063,F
Dennd2a,-0.248441708497009,0.467386216068388,F
Derl3,-0.0637907932925648,-1.20136869064022,M
Desi2,0.1375411408306,-0.0103963335706747,F
Dgkh,-1.28507031649378,-0.326969542038633,M
Dhrs4,-0.0954408002433138,-0.382025407734064,M
Dhrs7,0.203695923477893,0.487256503330836,F
Dhrs9,1.38741769930846,0.582055379840821,F
Dhx58,0.842614706374291,0.121374545593073,F
Dipk2a,-0.27385197713316,-0.329315741990652,M
Disp2,-0.66798525135523,0.387982884100258,F
Dll4,-0.390768699010432,0.628958950162271,F
Dmxl2,-0.0143740638085338,-0.78563586696472,M
Dock2,0.129179093098316,0.411963873249751,F
Dock7,0.166502202837707,0.418465661124952,F
DPCD,0.0422552388001068,-0.181241630674056,M
Dpp7,0.0690768368529632,-0.561449616305497,M
Dpy19l1,-0.138301441197468,-0.45123339202104,M
Dpy19l3,-0.313891577901557,-1.71946185149595,M
Dqx1,0.198476573520553,0.489332582689736,F
Dse,-0.175668297678784,0.15410336719757,F
Dtx4,0.794626365593817,0.148282777361339,F
E130311K13Rik,0.799080513783487,0.449200338537489,F
Echdc2,-0.000478734988372734,-0.595569217087721,M
Eci2,-0.400474719441065,-0.361842187381353,M
Edem1,-0.0655121866938112,0.492819024052508,F
Efemp2,0.138333642915632,0.381008703713304,F
Egr1,0.732327641515658,-0.554447136473454,F
Ehbp1,0.390981111909249,0.29798842404002,F
Ehbp1l1,0.291797529188753,0.354610199706924,F
Ehd3,-0.183633206526597,0.11297447574337,F
Eif1a,-0.00886797434778692,0.353213086029706,F
Eif2s3x,-0.0544471888985689,0.162668985686932,F
Eif2s3y,-0.044070067275521,-0.245160817894119,M
Eif4ebp1,-0.187134238479898,-0.514411277334323,M
Eif4ebp3,-1.74696465104968,-0.852936101282105,M
Eif5,-0.160848961120694,-0.44106798156064,M
Elf4,0.155182645599144,0.442881600975458,F
Ell,-0.238920501609048,-0.218484126104977,M
Elovl3,-0.00718990776985772,-3.96136483447244,M
Elovl5,0.588546974532997,1.44296820951273,F
Elp4,0.475897376351827,0.38993188036958,F
Emilin1,0.00278927146611731,0.0925526082907973,F
Emp2,0.212113593073107,0.661368290710751,F
Endog,0.0828786715143847,-0.253774667502048,M
Enho,0.230323209263941,-0.697754097492964,F
Enpep,0.180022960885815,0.703129383683626,F
Enpp1,-0.00187962291079058,0.434048392925948,F
Enpp3,0.179040036545236,-0.469961429075209,M
Enpp5,0.0208002449220371,-0.640993165923583,M
Entpd1,-0.239182832109218,0.393095202257644,F
Entpd5,-0.0852186256771172,-0.33355163925238,M
Epb41l4b,-0.0698190767571671,-0.305818744560321,M
Epb41l5,-0.0592835180695932,-0.618765559217705,M
Ephx1,0.271780413045739,-0.420767957378004,M
Ephx2,-0.16874668616945,-0.619381672981794,M
Epm2a,0.394110084692931,0.398120817351664,F
Erbb4,-1.26203254101297,-0.234104988470913,M
Erdr1,-0.00641066489649477,-1.42808939711907,M
Erf,-0.108518715914476,-0.170059599073397,M
Esr1,0.1969789605375,1.41332948221333,F
Etfbkmt,-1.08055632032183,-1.51680648205466,M
Etl4,0.354052376693997,0.18349363591322,F
Ets1,0.00409358726807699,0.603384866700611,F
Etv6,0.0914493414692259,0.415565420235306,F
Eva1a,-0.279757782671328,-0.240147035836088,M
Ezr,0.0205465391191544,1.16360356148631,F
F2r,-0.0414980595768184,-1.03439005162668,M
F3,-0.26089723334919,-0.36661705200409,M
F7,0.0829683117752699,0.280535454509925,F
F830016B08Rik,-0.40228947528002,-0.84616603363751,M
Fabp1,0.00740304484033157,-0.320524622228128,M
Fabp2,0.163128312444244,0.151919643410593,M
Fabp4,-0.147196358308326,0.64113109357341,F
Fads3,0.350954002778767,0.910286325265076,F
Fam102a,-0.545058381706232,-0.340312974226242,M
Fam126a,-0.184651864726701,0.417206154407835,F
Fam126b,-0.820930385875163,-0.600147408268137,M
Fam13a,0.609180466083039,0.15127788073305,F
Fam13b,-0.17122513278021,0.0513168889695889,F
Fam193b,-0.0359300018634027,-0.724423600144896,M
Fam47e,-0.472431009621343,-0.0154671521510914,M
Fbxl20,-0.306609854908254,-0.419513697430532,M
Fbxo21,0.0221055105105276,-0.728236136063073,M
Fbxo31,-1.08988114082479,-0.509632222379666,M
Fbxo36,-0.144180748443043,-0.464045844827137,M
Fdps,0.470537775693983,-0.707922734838782,M
Fez2,-0.0598749460347985,-0.127855227242133,M
Fgfr1,-0.36178190680645,-0.517137179888149,M
Fgfr2,0.238437582416418,0.353593030884817,F
Fgfr4,0.265628467431164,0.445009973831629,F
Fgl2,0.373429861101259,0.385680148259828,F
Fhip2a,-0.259338992335197,-0.237055000775846,M
Fign,0.654951809093817,0.72884797155934,F
Fitm1,-0.290493994717686,-0.753787848541468,M
Fitm2,-0.881669695681963,-0.0770274959725869,M
Fkbp11,-0.0796655931806961,-0.749705970757637,M
Flna,-0.220706640678243,0.354790104745031,F
Flvcr2,0.857691952319567,1.14394585291466,F
Fmnl3,0.0508291848597941,0.553521502253018,F
Fmo1,-0.00523908276320239,0.875000399276656,F
Fmo2,-0.74436646680383,2.53285601823305,F
Fmo4,0.767034054220247,1.46955457850963,F
Fnip1,-0.425133658965639,-0.55106478547355,M
Foxa1,-0.507938963953082,-0.469117873887181,M
Foxa3,-0.864929496185352,-0.189867604702311,M
Foxn3,0.328137285988941,0.512055196215991,F
Foxo1,-0.280430579620607,0.338391220855627,F
Foxp1,-0.0457407807931199,0.273175345616727,F
Foxp4,0.200040169188241,-0.310317604966812,M
Frk,0.785683216389421,0.707420754106406,F
Frmd4b,0.263181143309621,0.0221478052870618,F
Fscn1,0.180782231230263,0.662800643121039,F
Fstl1,-0.0767166456641004,0.433070880195759,F
Fut8,0.170269638432658,0.917461486754925,F
Fzd4,-0.376624773528557,-0.247775494282729,M
Fzd5,-0.205788641044395,-0.270484667719121,M
Fzd7,0.160490770816374,0.0183666775001835,M
G0s2,-1.21595254334488,-0.21689902478343,M
Gabrb3,-0.18981333342475,-0.92156913345886,M
Gadd45g,1.42272846660405,0.815265022953296,F
Galns,0.194646738127964,-0.367605405659524,M
Gas5,-0.0370172855117926,-0.145245488651431,M
Gas6,0.210841845027549,1.19988982346539,F
Gatm,0.356503199544404,0.269602919859548,F
Gbp10,0.35144520651012,0.597182013952451,F
Gbp2,0.239477201005048,0.995304555743783,F
Gbp3,0.390256929181945,0.672856241169523,F
Gbp7,0.199734213280641,0.6669515169266,F
Gbp9,0.0335696190668955,0.372647177624166,F
Gcgr,0.027079039115479,-0.506524120300419,M
Gcnt4,-0.167718591831619,-0.882911871143031,M
Gde1,-0.672236961200761,-0.344629641029991,M
Gemin2,-0.519020770111713,-0.406372073316413,M
Ggct,0.143831527058857,0.210911049840218,F
Ggh,0.299602969281993,0.39839081909895,F
Gja1,-0.141138249274072,0.39612194903965,F
Gldc,0.771364117306643,0.012235470855716,F
Glrx5,-0.132281059967339,-0.343836682963099,M
Gls,-0.000989861556072006,0.459938499390918,F
Gls2,0.0554120956131414,0.349560302011408,F
Glyat,-0.218146593489926,-0.655619079753888,M
Gm10123,-0.0680905657384576,-0.65057329405622,M
Gm10736,-0.0887744255726452,-0.130944331049414,M
Gm10925,-0.0197318970079696,0.83741536304469,F
Gm11437,1.37454697704388,1.19047706379674,F
Gm11789,0.121641915615739,-0.322303708031068,M
Gm12909,-0.309875330976797,-0.328474733333464,M
Gm14325,-0.991501685501649,-0.0207605271176868,M
Gm14403,-1.54668827192656,-0.0710910503193462,M
Gm15318,0.262209930464797,0.329010099107262,F
Gm15417,0.00665437553203654,-0.232847314408123,M
Gm15564,-0.291319183616375,4.45517817589185,F
Gm15638,-0.545296904425004,-1.24563449467883,M
