symbol,WK0,WK2,WK4,WK8,WK79,Sex
Abi2,402.63,60.27,-189.61,-129.72,-97.1800000000001,M-F
Raph1,255.77,88.22,-30.39,-47.1,-3.73000000000002,M-F
Cd28,3.09,3.21,-1.13,-5.32,3.99,M-F
Pard3b,67.42,48.94,-57.07,-54.95,-32.29,M-F
Nrp2,-82.75,50.19,52.71,-11.92,-43.88,M-F
Gm4208,0.6,1.83,86.82,221.32,166.24,M-F
Ino80d,49.91,37.55,-43.77,1.15999999999997,43.92,M-F
Ino80dos,75.75,16.44,10.19,15.11,25.07,M-F
Gm20342,65.37,55.45,7.81999999999999,36.61,41.86,M-F
Ndufs1,703.19,-543.6,-72.6400000000012,1073.04,1137.31,M-F
Eef1b2,235.5,-42.8799999999992,149.540000000001,-421.7,-243.93,M-F
Fastkd2,234.35,-112.14,11.03,174.04,328.16,M-F
Klf7,-124.93,135.75,-17.02,-126.24,-111.18,M-F
Creb1,247.46,57.24,-69.5599999999999,24.29,10.2700000000001,M-F
Mettl21a,39.89,7.88999999999999,-21.36,-15.49,-20.72,M-F
Fzd5,0.280000000000001,5.06999999999999,-9.35999999999999,-15.57,1.73000000000002,M-F
Plekhm3,-11.61,11.57,3.44,-1.73999999999999,12.4,M-F
Rpl10a-ps1,-9.31999999999999,-3.61999999999999,10.27,-5.11999999999999,-2.68,M-F
D630023F18Rik,0.0399999999999991,42.4,-726.24,-402.07,-661.99,M-F
Idh1,2284.51,-770.6,-3409.9,-4052.91,1834.7,M-F
Pikfyve,102.29,58.1,-24.08,19.86,74.64,M-F
Map2,59.69,6.88,-44.67,-43.06,-19.38,M-F
Rpe,193,-85.3800000000001,1.97000000000003,246.24,156.89,M-F
Kansl1l,39.92,67.3800000000001,-25.05,25.88,97.49,M-F
Acadl,650,-297.780000000001,-412.55,3156.87,73.4899999999998,M-F
Lancl1,-206.8,-40.58,59.71,-107.61,7.55000000000007,M-F
Cps1,126.61,-0.79,0.22,0.12,0.2,M-F
Erbb4,65.9,29.34,-38.81,-61.9,-28.2,M-F
Ikzf2,68.8,17.17,-36.19,-70.88,-42.11,M-F
Atic,-32.9099999999999,-51.41,130.62,-47.0400000000001,-21.98,M-F
Fn1,-408.24,1847.05,-91.39,-177.13,-222.27,M-F
Mreg,21.59,8.97,-14.38,-19.94,-14.78,M-F
Pecr,77.71,-34.8400000000001,6835.9,16195.64,9203.77,M-F
Tmem169,-17.5,-17.51,65.32,136.68,52.52,M-F
Xrcc5,180.22,-56.6600000000001,39.51,88.47,216.84,M-F
Smarcal1,115.86,-6.37,-19.35,-22.64,-66.54,M-F
Rpl37a,-376.14,-16.3300000000002,190.32,-227.51,-212.42,M-F
Igfbp2,-15.74,-171.48,-6.56,-34.82,-5.94,M-F
Igfbp5,-84.5200000000004,-757.78,-1488.77,-694.4,693.96,M-F
Tns1,-396.54,632.259999999999,887.879999999999,-600.690000000001,-325.870000000001,M-F
Arpc2,-304.13,230.23,-22.6300000000001,919.21,170.01,M-F
Aamp,-1042.01,-880.08,1887.7,1450.36,265.97,M-F
Pnkd,-257.76,-128.15,426.46,415.4,134.97,M-F
Tmbim1,-56.1800000000001,-90.4400000000001,-31.3199999999999,-379.64,-183.39,M-F
Slc11a1,3.67999999999999,36.58,-5.25,4.33,-59.53,M-F
Ctdsp1,-50.49,-23.9400000000001,177.64,161.93,117.78,M-F
Vil1,-130.83,138.8,460.07,1509.77,1343.12,M-F
Usp37,1218.09,158.54,-170.38,79.1600000000001,175.72,M-F
Cnot9,418.32,-52.8799999999999,169.25,223.36,237.95,M-F
Plcd4,0.799999999999997,5.73999999999999,-5.53,-28.28,-50.12,M-F
Zfp142,10.84,10.29,4.98999999999999,9.19,43.26,M-F
Bcs1l,30.42,-41.26,98.98,118.21,141.23,M-F
Rnf25,-42.61,-11.6600000000001,46.25,93.3200000000001,37.3199999999999,M-F
Stk36,12.39,12.82,-7.58,-17.86,-19.58,M-F
Ttll4,36.88,31.96,2.46000000000001,141.45,178.01,M-F
Cyp27a1,-55.63,26.35,14.13,233.61,165.68,M-F
Prkag3,-9.59,0.860000000000001,20.71,72.2,124.54,M-F
Ihh,-11.88,15.5,9.31,23.53,7.84,M-F
Nhej1,-0.560000000000002,-9.33000000000001,62.09,95.91,63.24,M-F
Slc23a3,-84.76,-28.01,-42.3100000000001,-95.52,-268.31,M-F
Cnppd1,59.0300000000002,-54.02,-89.9100000000003,-79.1199999999999,-155.23,M-F
Retreg2,-30.09,60.0799999999999,167.79,160.34,36.51,M-F
Zfand2b,-98.84,-61.8100000000001,169.58,234.76,119.5,M-F
Atg9a,-38.74,1.38,3.41,2.78,56.73,M-F
Ankzf1,138.05,31.9799999999999,100.44,107.82,80.83,M-F
Glb1l,186.34,-147.1,139.52,370.99,470.82,M-F
Stk16,-492.53,11.2,392.94,755.54,203.01,M-F
Tuba4a,-918.01,-608.28,1661.72,1074.3,435.549999999999,M-F
Dnajb2,-54.69,12.93,53.97,48.2199999999999,-167.33,M-F
Dnpep,-130.58,-87.3400000000001,216.05,135.53,-166.69,M-F
Des,-180.14,-27.53,-32.78,-54.27,-86.2,M-F
Speg,-213.75,-28.98,10.95,-18.16,-41.41,M-F
Gmppa,-154.4,-207.65,220.52,81.3000000000002,11.73,M-F
Chpf,-74.4,16.62,6.38,-1.5,-39.68,M-F
Obsl1,-60.46,-1.91999999999999,6.37,-0.32,-13.43,M-F
Stk11ip,13.77,-30.41,17.88,20.62,16.49,M-F
Slc4a3,-40.31,9.44,16.69,-4.03,-24.96,M-F
Epha4,30.86,22.32,-11.39,-56.35,-27.48,M-F
Sgpp2,26.97,-41.0599999999999,-87.04,-10.89,-265.78,M-F
Farsb,266.45,31.24,267.51,1013.15,531.09,M-F
BC035947,22.73,-13.8,303.1,1608.52,1477.61,M-F
Mogat1,11.04,0.560000000000002,992.61,5769.73,2761.21,M-F
Acsl3,132.06,-18.42,6.5,-31.08,-32.56,M-F
Utp14b,-6.41,-1.58,-4.56,-4.36,-0.0399999999999991,M-F
Kcne4,-17.34,-68.8,-50.69,-127.71,-16.75,M-F
Wdfy1,98.4400000000001,17.47,86.26,215.32,728.57,M-F
Mrpl44,48.1200000000001,-49.8300000000002,234.96,296.62,85.6000000000001,M-F
Serpine2,-398.690000000001,289.09,-56.14,17.53,1.99000000000001,M-F
Cul3,417.27,103.22,54.8700000000001,313.7,257.81,M-F
Dock10,11.14,52.52,-14.31,-17.87,-11.16,M-F
Irs1,32.16,31.52,-62.87,-25.21,-35.61,M-F
Rhbdd1,50.97,-60.0599999999999,-70.8,115.2,160.86,M-F
Col4a4,-131.5,-813.62,343.51,444.64,411.02,M-F
Col4a3,1645.47,-2091.78,-4065.44,1766.24,337.700000000001,M-F
Mff,-31.05,62.13,28.17,96.5700000000001,-64.08,M-F
Agfg1,93.42,66.16,-40.66,38.26,33.6300000000001,M-F
Slc19a3,15.61,0.660000000000025,-26.2900000000001,-15.67,51.2900000000001,M-F
Pid1,-33.44,27.72,-21.55,-45.86,-80.76,M-F
Trip12,443.14,146.42,-16.6499999999999,281.97,346.36,M-F
Fbxo36,41.92,-29.08,204.06,1228.46,626.1,M-F
Slc16a14,-6.65,55.65,541.55,1912.01,1265.04,M-F
Sp100,191.04,-59.4399999999999,-119.74,-205.73,-46.6,M-F
Cab39,96.25,36.63,-81.96,-27.45,-21.4,M-F
Itm2c,-2028.69,-62.4,10.6999999999999,-37.39,-536.98,M-F
Psmd1,-208.74,-40.3600000000001,119.22,693.79,969.81,M-F
Htr2b,1.43,-90.68,11.84,-40.12,-4.89,M-F
Armc9,51.7,-47.03,45.6,48.4,59.04,M-F
B3gnt7,16.1799999999999,-102.26,41.07,-160.72,-178.89,M-F
Ncl,-356.67,150.58,398.099999999999,76.1400000000003,80.96,M-F
Ptma,-263.79,156.29,420.78,239.22,83.0600000000002,M-F
Pde6d,-46.5,-6.93000000000001,-12.21,26.02,-8.55999999999997,M-F
Cops7b,-138.66,-32.74,28.62,44.2,43.86,M-F
Dis3l2,24.8600000000001,16.55,61.15,156.44,18.58,M-F
Gm38142,43.48,8.8,-0.68,2.48,8.66,M-F
Eif4e2,51.5,5.03999999999996,167.48,245.19,28.9699999999998,M-F
Efhd1,-157.3,-24.9599999999999,-190.23,-127.45,-562.73,M-F
Gigyf2,402.71,42.0599999999999,-112.39,-230.46,-30.6600000000001,M-F
Kcnj13,-4.63,-52.42,-8.98,-44.36,-4.19,M-F
Ngef,-46.08,-10.78,93.0699999999999,-96.88,-19.8,M-F
Neu2,12.58,-14.04,140.35,203.38,149.81,M-F
Inpp5d,56.87,54.53,-14.56,-3.38999999999999,-44.81,M-F
Atg16l1,-40.3,29.82,-14.96,63.95,-20.31,M-F
Dgkd,34.73,45.72,83.96,174.27,208.49,M-F
Gm38365,174.73,16.43,1.3,16.14,18.12,M-F
Usp40,149.06,-28.67,-68.5500000000001,-41.37,46.86,M-F
Ugt1a10,46.13,-17.43,-1046.32,-225.34,-75.38,M-F
Ugt1a7c,24.6,-20.2,241.98,2133.43,4044.59,M-F
Ugt1a2,256.96,-629.87,-10952.64,-17058.73,-21095.78,M-F
Dnajb3,-34.4,-1.13,-9.7,-6.7,-16.43,M-F
Ugt1a1,-0.960000000000001,-1.45,-31.45,-83.4,-98.11,M-F
Mroh2a,6.48,-2.7,4.2,3.22,-5.45,M-F
Hjurp,-53.01,-33.8000000000001,31.77,-13.89,-63.8,M-F
Spp2,1503.17,-8769.79,-3277.82,-14383.96,-11984.44,M-F
Arl4c,-20.71,45.89,17.07,-31.95,-32.57,M-F
Sh3bp4,-484.87,-9.94999999999999,-2.15000000000003,-57.01,-275.28,M-F
Agap1,71.76,77.99,28.4599999999998,68.9400000000001,198.04,M-F
Gm37297,180.26,28.48,30.53,6.13,59.27,M-F
4930434B07Rik,0,-0.03,-7.36,-127.65,-110.75,M-F
Ackr3,-273.73,-283.56,-330.79,137.88,-264.84,M-F
Cops8,-67.3099999999999,-249.25,114.34,159.83,-83.96,M-F
Col6a3,18.6899999999999,275.7,-5.19,-45.85,-51.96,M-F
Mlph,-8.14,6.08,24.8,-3.21000000000001,22.64,M-F
Rab17,-123.63,-140.26,146.09,154.11,170.31,M-F
Lrrfip1,35.77,-109.8,-132.26,-445.86,-533.75,M-F
Ube2f,61.3200000000001,-56.28,37.6400000000001,411.98,92.6799999999999,M-F
Scly,-104.87,-81.98,103.6,540.22,-98.75,M-F
Ilkap,-22.09,17.28,18.16,56.48,33.06,M-F
Hes6,-208.31,-8.32000000000001,70.07,104.63,121.5,M-F
Per2,-85.84,31.82,149.63,76.35,-15.1,M-F
Traf3ip1,1.97,5.44999999999999,-5.04999999999998,34.33,21.69,M-F
Asb1,-8.01000000000001,4.01999999999998,-1.69,-7.05,-22.81,M-F
Hdac4,375.63,69.6299999999999,46.9099999999999,-112.8,-53.52,M-F
Ndufa10,-1096.46,-413.63,1134.22,2736.17,1102.6,M-F
Cops9,16.5,-124.32,91.6099999999997,-141.23,-195.65,M-F
Gpc1,-55.19,13.64,-15.05,-64.63,-88.55,M-F
Dusp28,-72.03,-2.5,-8.64,3.33,-84.62,M-F
Rnpepl1,-160.37,22.95,160.52,168.05,-46.75,M-F
Capn10,-154.7,-3.09,-2.63999999999999,4.75,-79.2,M-F
Kif1a,-17.35,21.45,-0.300000000000001,-5.52,-24.11,M-F
Mab21l4,2.71000000000001,-34.49,-103.74,-280.29,-270.33,M-F
Sned1,-8.03999999999999,86.36,-6.41,-31.74,-33.84,M-F
Mterf4,28.03,-10.66,13.77,12.64,-19.09,M-F
Pask,21.08,2.67,8.57,-0.780000000000001,7.2,M-F
Ppp1r7,284.54,-24.6100000000001,-108.79,13.9299999999998,-57.53,M-F
Hdlbp,799.090000000001,14.3800000000001,724.889999999999,1785.74,1871.58,M-F
Septin2,9405.71,821.43,-1243.99,266.290000000001,-29.3000000000002,M-F
Farp2,16.19,-30.35,-11.9,-67.62,-109.28,M-F
Stk25,-687.55,-8.54999999999995,68.3900000000001,19.5599999999999,-180.6,M-F
Bok,-367.82,-28.76,-5.02000000000004,125.81,94.23,M-F
Thap4,-94.23,-115.57,-10.3999999999999,-191.74,-281.13,M-F
Atg4b,24.0999999999999,-109.85,103.62,157.72,-7.47000000000003,M-F
Dtymk,-233.36,-31.99,135.08,105.42,69.4499999999999,M-F
Ing5,91.67,-7.76999999999998,-84.65,-4.00999999999999,84.5699999999999,M-F
D2hgdh,49.95,-52.44,23.11,98.53,130.86,M-F
Fam174a,14.63,3.44,-38.08,-4.06999999999999,-30.26,M-F
Gm15427,9.24000000000001,0.219999999999999,-2.00999999999999,-4.85000000000001,-3.31999999999999,M-F
St8sia4,4.89,-1,-7,-7.42,-15.65,M-F
Slco4c1,94.63,34.03,-47.97,815.73,846.23,M-F
Panct2,27.32,-0.560000000000002,-10.34,36.5,34.14,M-F
Macir,33.38,25.24,-37.77,61,-33.83,M-F
Ppip5k2,681.48,-33.35,-125.62,-7.72000000000003,121.41,M-F
Gin1,12.73,-26.75,-46.37,29.72,51.72,M-F
Pam,832.05,301.25,-766.19,698.51,246.22,M-F
Btf3-ps1,-4.80000000000001,-2.91,6.03,-16.21,0.260000000000005,M-F
B230216N24Rik,55.24,43.29,-7.36999999999998,65.34,85.97,M-F
Gm29012,0.63,-4.18,103.78,167.95,102.05,M-F
Rnf152,12.17,-7.57999999999998,46.83,-20.51,29.58,M-F
Pign,124.85,15.34,-35.25,37.08,77.92,M-F
Relch,256.76,51.59,-53.05,-10.63,64.09,M-F
Tnfrsf11a,1.78,19.23,3.52,8.40000000000001,13.4,M-F
Zcchc2,56.07,7.63,-7.63,-26.9,39.11,M-F
Phlpp1,-18.34,30.24,-12.62,-27.36,-27.63,M-F
Bcl2,-48.1799999999999,18.89,-45.36,-0.20999999999998,-73.63,M-F
D630008O14Rik,-4.51,3.01000000000001,0.98,-2.03,-3.28,M-F
Kdsr,319.41,-16.28,-109.37,239.06,553.83,M-F
Vps4b,-65.01,-8.36999999999989,-96.8900000000001,124.9,73.1699999999998,M-F
Serpinb8,0.809999999999995,-48.1799999999999,25.71,-157.25,-156.11,M-F
Dsel,59.62,35.58,-16.37,-21.44,-12.46,M-F
Tsn,1138.46,-19.1199999999999,-234.52,-16.0700000000006,-64,M-F
Nifk,137.52,-55.6899999999999,-101.98,18.6900000000001,-20.1600000000001,M-F
Clasp1,457.97,59.4699999999999,-15.59,-4.39999999999998,23.36,M-F
Tfcp2l1,1066.16,33.4499999999998,-4.30999999999949,-56.2300000000005,-1220.13,M-F
Gli2,-18.98,5.13,3.04,0.12,3.71,M-F
Ralb,-288.55,74.5999999999999,259.12,416.88,110.39,M-F
Tmem185b,-138.43,-21.46,-8.06999999999999,98.06,-38.1900000000001,M-F
Epb41l5,533.92,-14.0799999999999,-280.3,42.1199999999999,491.13,M-F
Gm37219,269.61,45.33,-8.88999999999999,45.92,45.88,M-F
Ptpn4,26.57,23.13,-36.59,-22.94,38.71,M-F
Tmem177,23.65,-22.14,74.46,145.65,38.64,M-F
Tmem37,-437.969999999999,-448.26,-3757.98,-4025.8,-5505.75,M-F
Dbi,477.62,257.620000000001,1053.13,2080.11,2104.8,M-F
3110009E18Rik,19.76,-3.80000000000001,-3.63,-32.94,-9.55,M-F
Steap3,-22.61,99.83,-19.28,-531.64,-1051.91,M-F
Insig2,106.28,-40.4000000000001,-30.1399999999999,124.78,13.7099999999998,M-F
Ccdc93,47.61,23.1,-40.18,-10.61,-36.23,M-F
Ddx18,79.84,27.49,-37.19,-19.9299999999999,1.66000000000003,M-F
Actr3,-265.6,-4.97000000000003,-163.86,-49.27,-57.1800000000001,M-F
Slc35f5,-57.98,-10.7,-142.73,-59.76,-117.57,M-F
Gpr39,1.88000000000001,-12.72,-15.08,-26.23,-24.54,M-F
Nckap5,19.96,7.76999999999998,-34.28,-52.45,-23.31,M-F
Mgat5,254.16,52.4599999999999,-116.61,17.5,80.05,M-F
Acmsd,227.4,117.83,215.7,1889.21,637.22,M-F
Ccnt2,351.66,139.65,-47.0899999999999,118.33,21.3199999999999,M-F
Rab3gap1,150.53,-65.0799999999999,-77.0900000000001,73.3699999999999,-65.5999999999999,M-F
Zranb3,78.89,1.97,9.57000000000001,-21.97,-13.59,M-F
R3hdm1,556.59,29.9100000000001,-35.25,231.09,252.34,M-F
Ubxn4,-9.86000000000013,87.29,171.2,727.31,317.2,M-F
Mcm6,-820.56,-52.74,230.41,30.74,-51.0700000000001,M-F
Dars,402.4,-111.06,51.7199999999998,742.7,373.77,M-F
Cxcr4,18.39,7.41,1.19,-6.52,-0.790000000000003,M-F
Cd55,56.81,4.00999999999999,122.79,297.85,129.85,M-F
C4bp,6.31999999999999,18.9,-5.55,-0.82,-2.11,M-F
Pfkfb2,12.6,-4.44999999999999,-0.0700000000000074,-11.84,19.16,M-F
Yod1,1276.46,57.98,-272.49,159.23,185.79,M-F
AA986860,-24.99,-160.6,-41.9299999999999,-293.8,-156.48,M-F
Fcamr,0.59,-3.68,27.77,180.89,773.43,M-F
Gm15848,1.5,3.17,-27.56,-18.39,112.46,M-F
Pigr,2.7,16.08,314.93,1556.53,3345.91,M-F
Mapkapk2,-167.19,23.35,29.99,62.91,-1.85999999999996,M-F
Eif2d,44.6899999999998,-12.5999999999999,98.1900000000001,157.25,114.82,M-F
Rassf5,12.55,9.58000000000001,-4.03,-18.7,-39.15,M-F
Ikbke,-1.04000000000001,19.06,-2.31,-8.51,1.03999999999999,M-F
Srgap2,110.7,52.33,-2.10000000000002,21.52,64.71,M-F
Ctse,-4.69000000000005,-73.08,18.15,-213.7,-23.58,M-F
Rab7b,6.16,102.79,11.74,2.08000000000001,-28.88,M-F
Pm20d1,20.47,-116.95,537.37,1399.22,1191.57,M-F
Slc41a1,-85.22,-6.71000000000004,30.26,-39.35,-121.49,M-F
Rab29,-26.1,-40.23,74.3100000000001,72.58,-44.8299999999999,M-F
Nucks1,948.25,56.6199999999999,-124.87,86.1300000000001,252.31,M-F
Slc45a3,11.66,-120.08,-20,-27.9100000000001,-69.8200000000001,M-F
Elk4,210.88,63.9,-46.45,-35.9900000000001,10.01,M-F
Mfsd4a,-3.80000000000007,-77.26,-792.42,-685.11,-1419.01,M-F
Cdk18,-34.99,19.48,88.49,-95.59,-45.9499999999999,M-F
Klhdc8a,-14.73,-13.92,-65.2,8.52000000000004,-34.59,M-F
Nuak2,-79.19,-126.49,-42.4300000000001,-32.75,5.49000000000001,M-F
Tmcc2,-27.09,-6.57,-1.19,0.699999999999999,-3.93000000000001,M-F
Dstyk,63.87,22.76,-66.32,-135.58,-33.54,M-F
Rbbp5,26.43,7.57999999999998,-72.09,-3.32999999999998,-37.48,M-F
Mdm4,356.11,40.77,5.38999999999999,3.30000000000001,65.4,M-F
Pik3c2b,129.92,10.38,-8.45999999999999,-55.16,-9.68000000000001,M-F
Ppp1r15b,-204.47,17.79,71.03,205.34,-2.22000000000003,M-F
Plekha6,-63.61,91.9299999999999,38.5300000000001,112.25,333.87,M-F
Ren1,-2534.06,1029.42,1073.05,418.15,-1601.77,M-F
Etnk2,-20.12,4.47,22.79,21.47,34.62,M-F
Sox13,-93.4,22.28,6.97999999999999,7.72999999999999,-32.85,M-F
Snrpe,278.07,124.61,59.1999999999998,-5.87000000000012,5.53999999999996,M-F
Zc3h11a,102.82,17.63,-36.28,-7.16,4.77000000000001,M-F
Gm38394,48.02,12.41,-8,-10.26,14.89,M-F
Lax1,2.85,-5.4,1.42,-4.28,-41.06,M-F
Atp2b4,114.51,42.89,-18.96,-40.2,-82.18,M-F
Prelp,23.59,3.77000000000004,-436.64,-374.96,-322.27,M-F
Fmod,-110.81,-46.6999999999999,-14.08,80.84,-39.03,M-F
Btg2,183.94,-208.98,-126.48,-71.75,-332.41,M-F
Adora1,-102.54,-56.63,-57.04,-134.13,-108.42,M-F
Ppfia4,-13.41,26.41,-2.64,-43.13,-36.36,M-F
Tmem183a,-94.4499999999999,56.14,114.7,436.81,177.99,M-F
Cyb5r1,39.75,-19.63,45.3,129.21,52.6599999999999,M-F
Adipor1,71.71,68.71,74.3199999999999,184.54,3.45000000000005,M-F
Klhl12,175.05,17.49,-3.23999999999998,45.37,-23.76,M-F
Rabif,39.9200000000001,-85.1800000000001,-82.3399999999999,406.54,60.3,M-F
Kdm5b,737.01,149.28,-56.5699999999999,-76.98,10.99,M-F
Ppp1r12b,26.17,53.65,-33.94,-17.2,-16.59,M-F
Gm37949,35.41,13.37,-6.46,0.199999999999999,11.33,M-F
Ube2t,-28.46,-6.80000000000001,18.06,-10.46,-2.1,M-F
Ptpn7,-5.52,12.65,6.45,0.189999999999998,-17.2,M-F
Arl8a,21.16,51.9,36.18,94.26,27.04,M-F
Elf3,-73.53,-207.23,235.83,-941.44,-377.13,M-F
Rnpep,6.79999999999995,39.9,24.03,59.79,-14.91,M-F
Timm17a,547.19,-39.4699999999993,661.530000000001,1938.27,706.620000000001,M-F
Lmod1,-5.45,-13.61,-19.18,-6.54999999999998,-25.73,M-F
Shisa4,37.72,54.99,-29.57,-21.93,-91.14,M-F
Ipo9,45.1599999999999,1.84999999999991,-44.5799999999999,-143.43,-131.35,M-F
Nav1,298.56,81.02,-90.84,-99.34,-66.47,M-F
Csrp1,-2159.42,-145.3,39.6500000000001,-133.71,-603.01,M-F
Phlda3,-30.22,24.04,6.05,-19.56,-12.57,M-F
Tnni1,-15.53,3.76,2.63,-3.16,-0.92,M-F
Lad1,-409.2,64.61,-1.54999999999995,408.84,-261.29,M-F
Tmem9,-572.349999999999,-963.86,491.73,-586.349999999999,-397.31,M-F
Inava,-118.64,11.48,2.32,22.61,20.35,M-F
Camsap2,49.05,31.07,-49.27,6.44999999999999,96.3,M-F
Ddx59,-9.45999999999999,-11.3,-13.57,11.59,1.95,M-F
Kif14,38.4,-18.82,8.36,1.17,0.23,M-F
Zfp281,37.87,18.24,-29.21,-20.45,-6.14999999999998,M-F
Gm4258,12.82,14.09,-2.16,-3.14,-3.6,M-F
Gm37298,28.14,5.89,-0.789999999999999,0.69,0.27,M-F
Mir181a-1hg,-18.11,15.63,3.57,2.32,-0.79,M-F
Gm37632,-23.84,13.86,0.41,-0.99,0.28,M-F
Ptprc,74.45,50.43,8.20000000000002,-21.43,-117.97,M-F
Atp6v1g3,130.07,-321.86,-359.679999999999,-1026.66,-744.38,M-F
Nek7,481.02,61.99,-70.0999999999999,654.49,728.77,M-F
2310009B15Rik,-45.77,10.87,1.77000000000001,-2.34,2.81,M-F
Dennd1b,77.74,30.01,-29.62,11.17,64.26,M-F
Gm37423,39.87,3.84,-3.4,2.12,9.74,M-F
Zbtb41,95.03,45.63,-91.48,43.2499999999999,76.95,M-F
Aspm,30.27,-24.78,23.33,0,0.69,M-F
F13b,24.82,-537.19,-436.87,-416.82,400.15,M-F
Cfh,1092.89,1550.65,-1384.08,-849.53,-255.24,M-F
Kcnt2,47.5,8.44999999999999,-15.53,-5.51,-15,M-F
Gm5835,11.44,-1.91,-4.31,10.45,2.35,M-F
Cdc73,131.64,46.12,-56.61,-33.44,18.19,M-F
Glrx2,-83.14,11.23,-113.03,29.12,64.1800000000001,M-F
Ro60,380.19,45.55,-352.1,-455.18,-94.1899999999998,M-F
Uchl5,-85.5700000000001,-42.62,128.6,101.56,55.84,M-F
Rgs2,-3,79.42,-20.5,-79.1700000000001,-37.37,M-F
Pla2g4a,400.49,-316.65,-59.73,-202.94,-71.98,M-F
Ptgs2,12.29,-13.88,-10.52,-22.87,-0.75,M-F
Odr4,144.54,-51.05,-131.07,371.13,171.3,M-F
Tpr,625.14,274.99,-120.12,-161.22,143.61,M-F
Hmcn1,37.6600000000001,155.88,-4.36,-3.36,-2.57,M-F
Gm10138,3.19,16.35,39.18,16.21,7.65000000000001,M-F
Ivns1abp,888.860000000001,699.769999999999,-312.220000000001,1381.21,-248.719999999999,M-F
Swt1,215.62,54.47,-43.74,219.18,106.78,M-F
Trmt1l,-12.09,17.83,-19.92,46.5,39.99,M-F
Rnf2,349.35,-148.53,-47.55,-18.84,78.86,M-F
Niban1,138.72,8.57999999999993,56.23,-219.49,-206.24,M-F
2810414N06Rik,10.51,-6.47,-15.53,-43.03,-19.14,M-F
Edem3,56.49,42.85,-66.8800000000001,119.18,100.8,M-F
1700025G04Rik,49.91,7.23999999999998,-11.32,-20.83,-8.60000000000001,M-F
Tsen15,-57.57,-15.28,5.74000000000001,-28.96,-31.54,M-F
Colgalt2,-8.51,-0.849999999999994,-30.43,-35.02,-17.69,M-F
Rgl1,71.6999999999999,107.25,465.2,1727.64,769.54,M-F
Arpc5,79.6199999999999,-63.0699999999997,91.4400000000001,253.63,30.4700000000003,M-F
Ncf2,17.06,17.78,0.530000000000001,-1.34,-17,M-F
Smg7,426.7,320.01,-687.46,-340.38,-23.1000000000004,M-F
Gm28791,33.44,3.93,-2.96,3.54,7.12,M-F
Lamc2,-178.91,83.16,-17.14,-6.28999999999999,-104.47,M-F
Lamc1,341.39,363.84,81.2099999999999,-106.81,-57.07,M-F
Dhx9,40.6,44.7,20.29,13.96,76.67,M-F
Npl,150.87,-354.62,-369.1,-685.9,-1012.04,M-F
Gm6652,4.63,-8.86,41.2,35.6,70.86,M-F
Rgs16,-19.06,11.91,-2.09,-1.24,-8.53,M-F
Rnasel,-6.86000000000001,-46.01,-21.85,-67.61,-69.11,M-F
Glul,2.50999999999976,-307.73,3541.54,-5751.99,-3843.81,M-F
Ier5,3.56,23.3,-16.81,2.67,-7.25,M-F
Mr1,104.99,-46.9299999999999,-50.28,-140.35,-88.1,M-F
Stx6,-7.35999999999996,28.88,11.97,-8.27999999999997,-20.78,M-F
BC034090,-45.11,8.35999999999999,1.05000000000001,20,-101.3,M-F
Xpr1,49.3,43.75,89.4699999999998,249.97,471.46,M-F
Acbd6,-11.57,35.22,15.38,21.51,-10.71,M-F
Qsox1,105.13,-89.52,-38.23,-96.8399999999999,-173.13,M-F
Cep350,64.15,56.36,-36.4,-2.60000000000002,87.8,M-F
Tor1aip1,43.8000000000001,19.99,29.96,81.77,-17.0500000000001,M-F
9430034N14Rik,111.49,4.43,-5.48,-0.920000000000002,6.88,M-F
Tor1aip2,536.59,-148.26,-95.5799999999999,192.27,173.63,M-F
Fam163a,-22.51,7.95,1.94999999999999,84.39,71.02,M-F
Nphs2,-292.15,109.8,-90.52,29.38,-389.56,M-F
Gm2000,67.51,6.44999999999999,9.96000000000001,-46.4,-17.98,M-F
Soat1,1074.11,-57.28,68.62,401.96,168.75,M-F
Abl2,-18.27,33.39,-66.51,57.02,104.6,M-F
Tor3a,-74.59,11.38,-38.3,-79.77,-139.17,M-F
Fam20b,175.96,-126.75,-40,24.24,-249.53,M-F
Ralgps2,3.92999999999995,-32.57,-19.11,143.64,137.91,M-F
Rasal2,10.06,8.20000000000002,12.01,-11.58,-20.64,M-F
2810025M15Rik,48.05,-27.73,64.53,-17.45,-53.58,M-F
Cryzl2,-42.4500000000003,-412.97,2585.27,5080.05,4468.86,M-F
Sec16b,5.86,-3.49000000000001,-14.75,-7.84,31.86,M-F
Pappa2,133.43,7.77999999999999,-2.93,-1.97,0.66,M-F
Cop1,92.15,52.05,-11.37,6.21000000000001,19.97,M-F
4930523C07Rik,8.66999999999996,-42.55,-68.42,-196.47,-68.08,M-F
Tnn,-7.37,-52.1,-40.98,-198.44,-14.26,M-F
Mrps14,552.32,31,235.36,497.08,192.24,M-F
Cacybp,238.26,-39.1399999999999,214.05,495.82,311.38,M-F
Rabgap1l,76.19,4,-118.09,22.9499999999999,86.9100000000001,M-F
Rc3h1,202.44,99.4499999999999,-141.15,-92.08,88.61,M-F
Serpinc1,36.18,-0.600000000000001,7.26,78.09,64.86,M-F
Zbtb37,36.37,9.64999999999999,-20.11,1.41000000000001,18.52,M-F
