symbol,8wk_f1_ACTCCAA,8wk_f2_TCGAGAT,8wk_f3_GACACAG,8wk_f4_ACCTGAA,8wk_f5_TGGTCTC,8wk_m1_ACAGATA,8wk_m2_AAACCTT,8wk_m3_AACGGAG,8wk_m4_GTATTTG,8wk_m5_CTGGTGG
Ar,-0.160125293467954,-0.454019615770536,-1.60564626157562,-0.534944988439829,-2.17458064385665,1.10719866091797,1.00024620101427,2.23634118742626,1.02911333004114,0.732597802034868
Cebpa,2.64793656868821,1.96090638242298,1.32077994604905,1.80541528252312,1.06721411646185,-1.34505777399778,-1.05381972804252,-2.2940470217782,-1.06455483011376,-0.638553724979213
Cebpb,2.38158236962769,1.62201821262966,0.685155409727252,2.04229146097255,0.849475093735272,-1.73404895814878,-1.12337719161907,-2.01414332957919,-1.18560199358566,0.256431486307184
E2f1,0.85861729506811,0.917114620102983,0.290431978597667,0.605315164804116,1.13512803266769,-1.32342274701107,-0.476884108715305,-0.969899543186281,-0.708651737192387,-0.590740911761632
Ets1,2.43151751276253,1.90858273223797,1.69041354682586,1.91191947111953,1.97813260062633,-2.11543014995092,-1.73350409844114,-2.91608634159877,-1.18229367156196,-1.25585946402658
Foxo1,1.22965028292348,0.540115664594987,1.09045151563498,1.81107405052383,1.21011849354163,-1.40065352157637,-0.952869098252068,-1.29040661368321,-0.832064624656473,-0.95418570629065
Hif1a,2.72891319982474,1.35595070140213,0.953738903716048,1.51472210395061,2.24474601327498,-2.10118238937074,-1.49977795205063,-2.48548603414394,-1.27583054942282,-1.22472289170587
Hnf1a,-1.11455190245353,-0.578381906323962,-0.635412102697797,-1.75149561727287,0.109930617447725,0.729938971060442,0.31128191915165,-0.186566803493093,0.495231861532587,0.691027080817739
Hnf4a,-0.146299101686903,-1.73479651643696,-1.49146910423576,-1.27005134204042,-1.06572213643791,0.792554989778212,0.755947222155026,1.69613929362575,0.601630799597754,1.66049922288096
Hnf4g,0.484705059682632,0.183355866699176,-1.36073949191647,0.810879018641751,-1.08782830591212,0.537197081590957,1.1560259176213,2.78385608277573,-1.40398121654703,-0.287097823947567
Jun,1.58928605983085,0.989188842310908,-0.084728590327896,1.65101900997616,0.16943015712864,-1.39289259684368,-0.34148264940405,-0.605084533638575,-0.453298319281238,-0.87406882372267
Myc,0.856857419654013,0.220694813674207,0.342692872512872,0.248559572890268,-0.217918139428739,-0.15152386294955,0.853539539614294,0.0189259325686678,-0.637928781561162,-0.170584636705607
Ppara,-0.291001665368373,-0.731818627575916,-0.74744303549921,0.213323953940779,-1.02996643141798,1.07216175714743,0.214759296767736,1.00203767914798,-0.00212481117514018,0.837770329619514
Prdm14,1.29799711020987,-0.295044794058789,-0.0414206781103105,1.48110667710446,0.602902481700906,-1.05741315669735,-1.67388572424061,-0.142331585895905,-0.328487023376401,-0.533712509558196
Sox2,-0.00827944534903656,1.27715188889639,0.836148756246914,-1.44841134741888,-1.10855491050909,0.610413546098893,0.59090436113099,0.00115676171247796,-0.274662045074985,-1.2495086239609
Sp1,1.24740596525653,0.19206916410129,-0.238098487159903,0.575329270344566,-0.0138537315820635,-0.0934461456906626,1.11867440070885,-0.188960588879177,-0.454222077050654,-0.413076201516883
Stat1,0.945148927890224,2.33401674688265,0.811159931497236,0.977681218100918,0.389285844019194,-0.441221385072221,-0.436204181167818,-0.708067579077667,-1.08268062204759,-0.515349587252923
Trp53,-2.22340892534858,-1.95849069549379,-1.31143247342868,-1.27495891136794,-1.00454723141977,0.963134173902664,1.56607299877752,1.94686279311501,0.872369351448335,1.65774791005903
Usf1,0.102160239690451,0.977986186642472,-0.417647314478464,-0.981583066814144,-0.823849535691299,-0.408255335948231,-0.239563761761298,0.342161544095775,0.625664036801507,1.12049939353355
Zfp263,-0.70104033743285,-0.387498564207839,-0.259484409393299,0.102984840615683,0.362448259305753,0.277148646549889,0.513096725688272,0.702648121412215,-0.0816426734522384,-1.68843531264797
