symbol	Six2-Ar-KO	Sox2-Ar-KO	Sex	FvsM
Akr1c14	-2.09247124181785	-2.51575089936139	M	-1.45272601402496
Akr1c18	-1.43673512724896	-1.77153208614543	F	2.42130705233411
Akr1c21	-0.461079171412916	-0.871763278658827	M	-0.866616485844463
Alb	1.39499834992538	2.98895832708167	F	1.04824714732802
Aldh3a2	-0.990360491215747	-1.07225610313679	M	-0.863745079818695
Amacr	-1.78939176882548	-2.06612262361279	M	-2.19831965226285
Amdhd2	-0.444735731036622	-0.765592430898636	M	-0.691952778043983
Angpt2	0.757209486533327	0.00276143872379759	F	0.800750280242591
Angptl3	0.889485074749198	1.12648478007799	F	1.93805516850977
Angptl7	-1.32522914509255	-1.5591707940089	M	-1.82442631004202
Ank	0.383287140836412	0.302286712381233	F	1.00181801932495
Ankrd29	-0.891934135161116	-1.23115929905986	M	-0.662322432042943
Ano9	0.435794859793022	0.389425476138411	F	0.638384207525107
Anxa6	0.748208317874317	0.610624954358281	F	0.846323279715368
Ap1m2	0.56909205299249	0.326904720455963	F	0.75518842953917
Apela	0.888645032832205	0.192628812385713	F	1.16824953576638
Apln	0.246968748060329	0.0985867970889613	F	1.28650244074341
Apmap	0.413960584499357	0.486208948235423	F	0.89429971072744
Apoa4	0.0848012319529137	-0.406133686034254	M	-1.41741162513498
Apoe	1.61648934379206	1.57098580508403	F	2.19381221401628
Apoh	-3.72238187227863	-2.41621464773035	M	-7.37523328949819
Arfgef3	0.370125827836572	1.19408625234556	F	1.13029793190847
Arg2	1.69853725505112	1.22131793910495	F	2.32226473940352
Arhgap28	0.396260868711046	0.535715679018756	F	0.617563392724923
Arhgap42	-0.815842760992684	-0.689559390630034	M	-0.831736486509312
Arhgef39	-0.879454602672626	-1.05631737960223	M	-1.01108569327214
Arl6ip1	-0.560316439722836	-0.664628881863053	M	-0.505884126955219
Arsb	-0.830817982144767	-0.931568983251855	M	-0.78847192120164
Arsg	-0.839794602045243	-1.26906951224329	M	-1.04923944888337
Asb9	-0.395738189236098	-0.664678248590897	M	-0.561284853264803
Aspdh	-0.727148487611816	-1.14328165913595	M	-1.03761152028436
Aspg	-0.840908409313179	-0.433181338480786	M	-1.31001685176632
Atp11a	-2.08020623347976	-2.02961837477544	M	-1.68309585356422
Atrnl1	-1.0683714033839	-0.907761656625249	M	-0.878234010570863
Azgp1	-2.39368727406681	-3.12799223732197	M	-3.84656888975037
B3gnt7	0.964380195280607	-0.0264232790634295	F	0.92531478283673
BC024386	-0.694007773337391	-0.785467614782615	M	-0.941340025606295
BC035947	-0.767381230262149	-1.08490600531816	M	-1.75230229470338
BC049987	-2.56360870350541	-3.13507365874439	M	-2.78526812693719
Bco2	-0.959920313278157	-1.08203299851465	M	-1.01013076121542
Bex4	0.716238545964632	0.350046844179972	F	0.661639691441025
Bhlhb9	0.390966186073638	0.683818391402889	F	0.833193511638672
Bhmt	2.12435525972529	3.57005667533207	F	3.62990372661997
Blmh	-0.57118797780368	-0.53917153578543	M	-0.53404084433432
Bmp1	1.01770966111194	1.00410745673096	F	0.709573822607765
Brap	-0.645647694833445	-0.48103135613972	M	-0.610249779682923
Bsdc1	-0.581512372594018	-0.573014566070969	M	-0.8562488253507
C1qtnf3	-1.9931861854147	-2.24383869048065	M	-2.16255376777529
C8g	-0.42106525925654	-0.710090747888557	M	-0.869762648267208
